Hs-TNFAIP6,2000,1000,T113289-TNFAIP6,"p1@TNFAIP6"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T042273,t113289,2,011.0000,0.999502982107,p4@NIPA1,123606,17043,Q7RTP0,NIPA1,"non imprinted in Prader-Willi/Angelman syndrome 1","gene with protein product"
81,T113289,t161445,1,927.0000,0.961097256858,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
82,T021208,t113289,1,930.0000,0.959721531576,p1@OAS1,4938,8086,"B4DWE7,F8VPW7",OAS1,"2'-5'-oligoadenylate synthetase 1","gene with protein product"
83,T113289,t119392,1,929.0000,0.959224266534,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
84,T113289,t173659,1,926.0000,0.959163346614,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
85,T016612,t113289,1,925.0000,0.95675944334,p8@EHD1,10938,3242,,EHD1,"EH domain containing 1","gene with protein product"
86,T113289,t173895,1,923.0000,0.955765407555,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
87,T113289,t175747,1,918.0000,0.955179282869,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
88,T113289,t190926,1,917.0000,0.954206072673,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
89,T107124,t113289,1,915.0000,0.954160438465,p2@ADORA2A,135,263,,ADORA2A,"adenosine A2a receptor","gene with protein product"
90,T016613,t113289,1,919.0000,0.953777335984,p5@EHD1,10938,3242,,EHD1,"EH domain containing 1","gene with protein product"
91,T103857,t113289,1,917.0000,0.953257086027,p2@SAMSN1,64092,10528,Q9NSI8,SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1","gene with protein product"
92,T008000,t113289,1,910.0000,0.953093812375,p4@IFIT3,3437,5411,O14879,IFIT3,"interferon induced protein with tetratricopeptide repeats 3","gene with protein product"
93,T113289,t147968,1,912.0000,0.952665670154,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
94,T077484,t113289,1,909.0000,0.951645064806,p6@FPR2,2358,3827,P25090,FPR2,"formyl peptide receptor 2","gene with protein product"
95,T084574,t113289,1,908.0000,0.949253731343,p2@CD48,962,1683,"P09326,Q8MGR0",CD48,"CD48 molecule","gene with protein product"
96,T113289,t161392,1,904.0000,0.948679621325,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
97,T113289,t173894,1,901.0000,0.947184853014,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
98,T113289,t141042,1,899.0000,0.946188340807,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
99,T113289,t161393,1,902.0000,0.945328031809,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
100,T113289,t195001,1,900.0000,0.945273631841,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
101,T111885,t113289,1,895.0000,0.945137157107,p7@GYPC,2995,4704,P04921,GYPC,"glycophorin C (Gerbich blood group)","gene with protein product"
102,T113289,t139398,1,895.0000,0.943255350921,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
103,T113289,t122371,1,894.0000,0.943227091633,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
104,T113289,t179003,1,891.0000,0.943142144638,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
105,T077483,t113289,1,884.0000,0.939650872818,p2@FPR2,2358,3827,P25090,FPR2,"formyl peptide receptor 2","gene with protein product"
106,T084176,t113289,1,888.0000,0.938836399801,p2@AIM2,9447,357,O14862,AIM2,"absent in melanoma 2","gene with protein product"
107,T077942,t113289,1,889.0000,0.938400397417,p7@LAIR1,3903,6477,"F2Z2I1,Q6GTX8",LAIR1,"leukocyte associated immunoglobulin like receptor 1","gene with protein product"
108,T060053,t113289,1,886.0000,0.938308457711,p5@UBE2Z,65264,25847,,UBE2Z,"ubiquitin conjugating enzyme E2 Z","gene with protein product"
109,T112611,t113289,1,882.0000,0.937717987045,p4@HNMT,3176,5028,P50135,HNMT,"histamine N-methyltransferase","gene with protein product"
110,T012496,t113289,1,882.0000,0.937717987045,p8@TSG101,7251,15971,Q99816,TSG101,"tumor susceptibility 101","gene with protein product"
111,T021226,t113289,1,884.0000,0.937313432836,p3@OAS2,4939,8087,"Q6PJ33,Q7Z6D0,P29728",OAS2,"2'-5'-oligoadenylate synthetase 2","gene with protein product"
112,T113289,t153763,1,882.0000,0.935852809547,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
113,T113289,t173900,1,883.0000,0.934491315136,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
114,T111294,t113289,1,875.0000,0.933300149328,p1@IL1RN,3557,6000,,IL1RN,"interleukin 1 receptor antagonist","gene with protein product"
115,T111184,t113289,1,876.0000,0.932869219294,p11@IL1B,3553,5992,,IL1B,"interleukin 1 beta","gene with protein product"
116,T113289,t161383,1,872.0000,0.932270916335,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
117,T113289,t161396,1,869.0000,0.93031358885,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
118,T113289,t190924,1,866.0000,0.930209371884,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
119,T029787,t113289,1,864.0000,0.930139720559,p2@CLEC4D,338339,14554,Q8WXI8,CLEC4D,"C-type lectin domain family 4 member D","gene with protein product"
120,T113289,t173890,1,865.0000,0.929710867398,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
121,T083840,t113289,1,862.0000,0.928215353938,p6@ARHGEF11,9826,14580,,ARHGEF11,"Rho guanine nucleotide exchange factor 11","gene with protein product"
122,T113289,t124932,1,863.0000,0.926404773744,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
123,T030768,t113289,1,860.0000,0.925833748133,p6@CLEC2D,29121,14351,,CLEC2D,"C-type lectin domain family 2 member D","gene with protein product"
124,T113289,t168313,1,863.0000,0.924565756824,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
125,T113289,t146098,1,858.0000,0.923459244533,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
126,T016614,t113289,1,855.0000,0.923344947735,p4@EHD1,10938,3242,,EHD1,"EH domain containing 1","gene with protein product"
127,T113289,t129779,1,854.0000,0.922847187656,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
128,T113289,t158064,1,852.0000,0.922310756972,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
129,T099751,t113289,1,848.0000,0.918489065606,p2@BPIFB6,128859,16504,,BPIFB6,"BPI fold containing family B member 6","gene with protein product"
130,T113289,t150902,1,845.0000,0.918367346939,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
131,T113289,t192825,1,841.0000,0.917746759721,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
132,T113289,t114158,1,838.0000,0.915794718485,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
133,T113289,t192638,1,840.0000,0.914512922465,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
134,T029794,t113289,1,838.0000,0.914427860697,p1@CLEC4E,26253,14555,F8WFA1,CLEC4E,"C-type lectin domain family 4 member E","gene with protein product"
135,T112738,t113289,1,834.0000,0.914257228315,p1@KYNU,8942,6469,"Q9BVW3,Q16719,B8ZZA3",KYNU,kynureninase,"gene with protein product"
136,T108925,t113289,1,843.0000,0.914186507937,p1@APOBEC3A,200315,17343,P31941,APOBEC3A,"apolipoprotein B mRNA editing enzyme catalytic subunit 3A","gene with protein product"
137,T008031,t113289,1,830.0000,0.910447761194,p2@IFIT5,24138,13328,Q13325,IFIT5,"interferon induced protein with tetratricopeptide repeats 5","gene with protein product"
138,T113289,t153764,1,818.0000,0.906733167082,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
139,T014992,t113289,1,818.0000,0.905829596413,p3@TRIM5,85363,16276,,TRIM5,"tripartite motif containing 5","gene with protein product"
140,T113289,t165711,1,820.0000,0.905472636816,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
141,T105408,t113289,1,816.0000,0.905284147557,p5@MX1,4599,7532,"B3KU10,P20591",MX1,"MX dynamin like GTPase 1","gene with protein product"
142,T113289,t159705,1,815.0000,0.905236907731,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
143,T113289,t135437,1,811.0000,0.905047476262,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
144,T031603,t113289,1,820.0000,0.905022376927,p3@PCID2,55795,25653,,PCID2,"PCI domain containing 2","gene with protein product"
145,T008001,t113289,1,815.0000,0.903884462151,p1@IFIT3,3437,5411,O14879,IFIT3,"interferon induced protein with tetratricopeptide repeats 3","gene with protein product"
146,T113289,t146096,1,814.0000,0.903836571998,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
147,T113289,t173892,1,818.0000,0.903578528827,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
148,T057440,t113289,1,813.0000,0.903338315894,p4@CCL3,6348,10627,P10147,CCL3,"C-C motif chemokine ligand 3","gene with protein product"
149,T038823,t113289,1,810.0000,0.902293120638,p1@GCH1,2643,4193,"P30793,F8W9F6,Q8IZH9,Q8IZH7",GCH1,"GTP cyclohydrolase 1","gene with protein product"
150,T021225,t113289,1,809.0000,0.900447984072,p5@OAS2,4939,8087,"Q6PJ33,Q7Z6D0,P29728",OAS2,"2'-5'-oligoadenylate synthetase 2","gene with protein product"
151,T113289,t198553,1,808.0000,0.89905519642,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
152,T021228,t113289,1,805.0000,0.89890438247,p4@OAS2,4939,8087,F8W1C5,OAS2,"2'-5'-oligoadenylate synthetase 2","gene with protein product"
153,T005678,t113289,1,801.0000,0.89825436409,p3@PFKFB3,5209,8874,,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","gene with protein product"
154,T113289,t126004,1,801.0000,0.897359242651,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
155,T008033,t113289,1,800.0000,0.897308075773,p4@IFIT5,24138,13328,Q13325,IFIT5,"interferon induced protein with tetratricopeptide repeats 5","gene with protein product"
156,T113289,t159702,1,798.0000,0.89586447434,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
157,T009794,t113289,1,797.0000,0.895812562313,p3@IL18,3606,5986,Q6WWJ7,IL18,"interleukin 18","gene with protein product"
158,T084576,t113289,1,791.0000,0.891932270916,p3@CD48,962,1683,P09326,CD48,"CD48 molecule","gene with protein product"
159,T113289,t197180,1,790.0000,0.891434262948,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
160,T113289,t174079,1,786.0000,0.890773067332,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
161,T113289,t161385,1,783.0000,0.889720558882,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
162,T113289,t157848,1,784.0000,0.889332003988,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
163,T113289,t138415,1,777.0000,0.885401096163,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
164,T000736,t113289,1,775.0000,0.885286783042,p10@SFR1,119392,29574,,SFR1,"SWI5 dependent homologous recombination repair protein 1","gene with protein product"
165,T113289,t119766,1,778.0000,0.885017421603,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
166,T113289,t184649,1,775.0000,0.882206759443,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
167,T041843,t113289,1,766.0000,0.878606965174,p11@DICER1,23405,17098,B3KMJ0,DICER1,"dicer 1, ribonuclease III","gene with protein product"
168,T043973,t113289,1,762.0000,0.877927254609,p1@C15orf48,84419,29898,Q9C002,C15orf48,"chromosome 15 open reading frame 48","gene with protein product"
169,T113289,t116633,1,761.0000,0.877428998505,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
170,T094048,t113289,1,758.0000,0.877245508982,p4@ZC3H12A,80149,26259,,ZC3H12A,"zinc finger CCCH-type containing 12A","gene with protein product"
171,T011536,t113289,1,763.0000,0.876678269518,p5@MUC5B,727897,7516,Q9HC84,MUC5B,"mucin 5B, oligomeric mucus/gel-forming","gene with protein product"
172,T113289,t161490,1,759.0000,0.876432486298,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
173,T113289,t197178,1,758.0000,0.876370887338,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
174,T113289,t146368,1,753.0000,0.874314214464,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
175,T113289,t116208,1,749.0000,0.871449925262,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
176,T113289,t184650,1,749.0000,0.871015936255,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
177,T113289,t129450,1,752.0000,0.870775347913,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
178,T110016,t113289,1,750.0000,0.870646766169,p5@PIM3,415116,19310,,PIM3,"Pim-3 proto-oncogene, serine/threonine kinase","gene with protein product"
179,T016607,t113289,1,753.0000,0.87040714995,p7@EHD1,10938,3242,,EHD1,"EH domain containing 1","gene with protein product"
180,T113289,t161440,1,742.0000,0.867098058736,p1@TNFAIP6,7130,11898,P98066,TNFAIP6,"TNF alpha induced protein 6","gene with protein product"
181,T009157,t113289,1,741.0000,0.86703187251,p1@AMPD3,272,470,Q01432,AMPD3,"adenosine monophosphate deaminase 3","gene with protein product"
182,T016622,t113289,1,742.0000,0.86623570363,p9@EHD1,10938,3242,,EHD1,"EH domain containing 1","gene with protein product"
183,T058959,t113289,1,734.0000,0.863115978099,p3@TMEM106A,113277,28288,Q96A25,TMEM106A,"transmembrane protein 106A","gene with protein product"
