Hs-BANF2,2000,1000,T098681-BANF2,"p3@BANF2"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T034888,t098681,1,886.0000,0.937375745527,p1@RNF113B,140432,17267,Q8IZP6,RNF113B,"ring finger protein 113B","gene with protein product"
36,T076681,t098681,1,526.0000,0.759960159363,p2@SLC6A16,28968,13622,Q8IYV4,SLC6A16,"solute carrier family 6 member 16","gene with protein product"
37,T098681,t100765,1,524.0000,0.759342301943,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
38,T098681,t186950,1,519.0000,0.757605985037,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
39,T098681,t119984,1,517.0000,0.755478087649,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
40,T098681,t100602,1,511.0000,0.752864972596,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
41,T096699,t098681,1,509.0000,0.752618453865,p6@SLC44A5,204962,28524,Q8NCS7,SLC44A5,"solute carrier family 44 member 5","gene with protein product"
42,T098441,t098681,1,505.0000,0.749128919861,p9@PSMF1,9491,9571,"Q92530,F5H4Z3,Q5QPM9",PSMF1,"proteasome inhibitor subunit 1","gene with protein product"
43,T015440,t098681,1,504.0000,0.749003984064,p1@LINC00301,283197,28603,,LINC00301,"long intergenic non-protein coding RNA 301","RNA, long non-coding"
44,T098681,t184462,1,486.0000,0.740039840637,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
45,T090336,t098681,1,453.0000,0.724327018943,p36@WDR26,80232,21208,C9JCS7,WDR26,"WD repeat domain 26","gene with protein product"
46,T098681,t168671,1,447.0000,0.721335992024,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
47,T042811,t098681,1,444.0000,0.719123505976,p1@TMCO5B,,34243,,TMCO5B,"transmembrane and coiled-coil domains 5B (pseudogene)",pseudogene
48,T098681,t100885,1,443.0000,0.718625498008,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
49,T071858,t098681,1,443.0000,0.717196819085,p1@CSNK1G2-AS1,255193,28604,,CSNK1G2-AS1,"CSNK1G2 antisense RNA 1","RNA, long non-coding"
50,T046242,t098681,1,440.0000,0.717131474104,p1@TMEM202,338949,33733,A6NGA9,TMEM202,"transmembrane protein 202","gene with protein product"
51,T098681,t100828,1,437.0000,0.715994020927,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
52,T040712,t098681,1,432.0000,0.71421446384,p11@ANGEL1,23357,19961,,ANGEL1,"angel homolog 1","gene with protein product"
53,T098681,t183221,1,421.0000,0.708728179551,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
54,T034145,t098681,1,408.0000,0.700149179513,p26@KLF5,688,6349,A2TJX0,KLF5,"Kruppel like factor 5","gene with protein product"
55,T098681,t188289,1,403.0000,0.697662854301,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
56,T098681,t165821,1,398.0000,0.697604790419,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
57,T098681,t183220,1,399.0000,0.696019900498,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
58,T098681,t132884,1,397.0000,0.695024875622,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
59,T098579,t098681,1,396.0000,0.694181999005,p1@SIRPD,128646,16248,"Q5TFQ5,Q9H106",SIRPD,"signal regulatory protein delta","gene with protein product"
60,T019240,t098681,1,392.0000,0.693572496263,p1@CCDC83,220047,28535,Q8IWF9,CCDC83,"coiled-coil domain containing 83","gene with protein product"
61,T098681,t188030,1,388.0000,0.691579471849,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
62,T098681,t172886,1,386.0000,0.689552238806,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
63,T019115,t098681,1,381.0000,0.689121756487,p57@DLG2,1740,2901,A8MUT9,DLG2,"discs large MAGUK scaffold protein 2","gene with protein product"
64,T098681,t122658,1,380.0000,0.688279301746,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
65,T020137,t098681,1,376.0000,0.684917869587,p6@CCDC53,51019,24256,,WASHC3,"WASH complex subunit 3","gene with protein product"
66,T098681,t162639,1,370.0000,0.681931309109,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
67,T016346,t098681,1,362.0000,0.677611940299,p7@DNAJC4,3338,5271,Q9NNZ3,DNAJC4,"DnaJ heat shock protein family (Hsp40) member C4","gene with protein product"
68,T098681,t109151,1,349.0000,0.672482552343,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
69,T098681,t116503,1,345.0000,0.671157684631,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
70,T033299,t098681,1,338.0000,0.66600298656,p1@SPERT,220082,30720,"Q8NA61,E9PLB4",SPERT,"spermatid associated","gene with protein product"
71,T025461,t098681,1,316.0000,0.654400795624,p1@H1FNT,341567,24893,Q75WM6,H1FNT,"H1 histone family member N, testis specific","gene with protein product"
72,T041634,t098681,1,311.0000,0.65256346441,p2@FAM181A,90050,20491,Q8N9Y4,FAM181A,"family with sequence similarity 181 member A","gene with protein product"
73,T098681,t127833,1,309.0000,0.650273224044,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
74,T098681,t147728,1,297.0000,0.644311972181,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
75,T078801,t098681,1,292.0000,0.643426294821,p1@ACSBG2,81616,24174,Q5FVE4,ACSBG2,"acyl-CoA synthetase bubblegum family member 2","gene with protein product"
76,T098681,t144425,1,291.0000,0.642608262817,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
77,T058808,t098681,1,286.0000,0.641076769691,p3@TUBG1,7283,12417,P23258,TUBG1,"tubulin gamma 1","gene with protein product"
78,T098681,t192429,1,284.0000,0.638805970149,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
79,T021018,t098681,1,253.0000,0.622763419483,p14@HVCN1,84329,28240,Q96D96,HVCN1,"hydrogen voltage gated channel 1","gene with protein product"
80,T098681,t193116,1,249.0000,0.622321873443,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
81,T008701,t098681,1,238.0000,0.615002483855,p1@C10orf62,414157,23294,,C10orf62,"chromosome 10 open reading frame 62","gene with protein product"
82,T076862,t098681,1,230.0000,0.612855007474,p2@TSKS,60385,30719,Q9UJT2,TSKS,"testis specific serine kinase substrate","gene with protein product"
83,T067829,t098681,1,227.0000,0.612581128308,p101@TCF4,6925,11634,"E9PH57,B7Z5M6,P15884",TCF4,"transcription factor 4","gene with protein product"
84,T098681,t104605,1,226.0000,0.60964694182,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
85,T014932,t098681,1,218.0000,0.607178464606,p1@UBQLN3,50613,12510,C9IYQ4,UBQLN3,"ubiquilin 3","gene with protein product"
86,T080604,t098681,1,204.0000,0.600199401795,p6@ADORA3,140,268,"E9PER0,Q5QNY7,Q6P2N6",ADORA3,"adenosine A3 receptor","gene with protein product"
87,T098681,t146038,1,203.0000,0.6,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
88,T058597,t098681,1,198.0000,0.596910812157,p1@KLHL10,317719,18829,C9JHB3,KLHL10,"kelch like family member 10","gene with protein product"
89,T057930,t098681,1,191.0000,0.593423019432,p2@ZPBP2,124626,20678,Q6X784,ZPBP2,"zona pellucida binding protein 2","gene with protein product"
90,T098681,t184646,1,188.0000,0.591633466135,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
91,T064101,t098681,1,175.0000,0.58515936255,p4@DNAH17,8632,2946,"E7EUM8,Q9UFH2",DNAH17,"dynein axonemal heavy chain 17","gene with protein product"
92,T098681,t166604,1,173.0000,0.583582089552,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
93,T027682,t098681,1,170.0000,0.583250249252,p9@SLC16A7,9194,10928,"F8VYZ2,F8VVU7",SLC16A7,"solute carrier family 16 member 7","gene with protein product"
94,T098681,t122552,1,162.0000,0.579551122195,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
95,T098681,t170531,1,163.0000,0.578031809145,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
96,T098681,t147355,1,160.0000,0.577114427861,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
97,T098681,t099874,1,145.0000,0.569085487078,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
98,T076708,t098681,1,139.0000,0.566666666667,p4@DKKL1,27120,16528,Q9UK85,DKKL1,"dickkopf like acrosomal protein 1","gene with protein product"
99,T098681,t188288,1,131.0000,0.564089775561,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
100,T041633,t098681,1,130.0000,0.561909497762,p4@FAM181A,90050,20491,Q8N9Y4,FAM181A,"family with sequence similarity 181 member A","gene with protein product"
101,T092746,t098681,1,128.0000,0.561752988048,p4@ZNF683,257101,28495,,ZNF683,"zinc finger protein 683","gene with protein product"
102,T096736,t098681,1,124.0000,0.560598503741,p11@CAMTA1,23261,18806,E9PFL2,CAMTA1,"calmodulin binding transcription activator 1","gene with protein product"
103,T098681,t191622,1,124.0000,0.558925907509,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
104,T063113,t098681,1,104.0000,0.550898203593,p2@C17orf74,201243,27315,Q0P670,C17orf74,"chromosome 17 open reading frame 74","gene with protein product"
105,T098681,t160136,1,103.0000,0.550124688279,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
106,T023994,t098681,1,095.0000,0.546134663342,p8@SOX5,6660,11201,P35711,SOX5,"SRY-box 5","gene with protein product"
107,T098681,t192769,1,096.0000,0.545545047287,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
108,T098681,t127816,1,086.0000,0.541916167665,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
109,T048645,t098681,1,085.0000,0.540069686411,p1@PRM2,5620,9448,"P04554,Q6ZMM0,Q1LZN1",PRM2,"protamine 2","gene with protein product"
110,T076682,t098681,1,076.0000,0.534525583706,p1@SLC6A16,28968,13622,"Q9GZN6,Q8IYV4",SLC6A16,"solute carrier family 6 member 16","gene with protein product"
111,T098681,t132557,1,068.0000,0.531343283582,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
112,T098681,t136034,1,066.0000,0.530876494024,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
113,T098681,t194515,1,062.0000,0.529147982063,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
114,T098681,t198074,1,054.0000,0.526210683974,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
115,T098681,t179526,1,050.0000,0.524213679481,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
116,T037863,t098681,1,040.0000,0.519221168248,p6@PSMA6,5687,9535,B4DXJ9,PSMA6,"proteasome subunit alpha 6","gene with protein product"
117,T021022,t098681,1,040.0000,0.517412935323,p9@HVCN1,84329,28240,F8W0B3,HVCN1,"hydrogen voltage gated channel 1","gene with protein product"
118,T037357,t098681,1,038.0000,0.517189835575,p2@TSSK4,283629,19825,,TSSK4,"testis specific serine kinase 4","gene with protein product"
119,T077844,t098681,1,036.0000,0.516708229426,p1@ZNRF4,148066,17726,Q8WWF5,ZNRF4,"zinc and ring finger 4","gene with protein product"
120,T080347,t098681,1,034.0000,0.515453639083,p2@UBL4B,164153,32309,Q8N7F7,UBL4B,"ubiquitin like 4B","gene with protein product"
121,T073800,t098681,1,032.0000,0.51317752362,p1@GGN,199720,18869,Q86UU5,GGN,gametogenetin,"gene with protein product"
122,T016648,t098681,1,028.0000,0.512718204489,p12@EHD1,10938,3242,"Q9H4M9,C9JC03",EHD1,"EH domain containing 1","gene with protein product"
123,T048309,t098681,1,029.0000,0.512705530643,p2@SPATA8,145946,28676,Q6RVD6,SPATA8,"spermatogenesis associated 8","gene with protein product"
124,T018134,t098681,1,028.0000,0.51144278607,p5@CLPB,81570,30664,B4DXW4,CLPB,"ClpB homolog, mitochondrial AAA ATPase chaperonin","gene with protein product"
125,T098681,t134941,1,024.0000,0.509452736318,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
126,T090228,t098681,1,022.0000,0.508457711443,p1@C1orf65,164127,26654,Q8N715,CCDC185,"coiled-coil domain containing 185","gene with protein product"
127,T048664,t098681,1,016.0000,0.504970178926,p3@PRM1,5619,9447,P04553,PRM1,"protamine 1","gene with protein product"
128,T025776,t098681,1,011.0000,0.504742885671,p3@AQP5,362,638,P55064,AQP5,"aquaporin 5","gene with protein product"
129,T098681,t153789,1,013.0000,0.502979145978,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
130,T098681,t148066,1,009.0000,0.501990049751,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
131,T040713,t098681,1,008.0000,0.501742160279,p12@ANGEL1,23357,19961,,ANGEL1,"angel homolog 1","gene with protein product"
132,T033301,t098681,1,000.0000,0.497760079642,p3@SPERT,220082,30720,Q8NA61,SPERT,"spermatid associated","gene with protein product"
133,T098681,t192830,995.0000,0.495517928287,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
134,T010786,t098681,996.0000,0.495275982098,p51@MICAL2,9645,24693,F5H8E8,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2","gene with protein product"
135,T020557,t098681,992.0000,0.494516450648,p3@RFX4,5992,9985,,RFX4,"regulatory factor X4","gene with protein product"
136,T004867,t098681,978.0000,0.486809357889,p4@MARCH8,220972,23356,"Q5T0T0,Q5JQ16",MARCH8,"membrane associated ring-CH-type finger 8","gene with protein product"
137,T088463,t098681,974.0000,0.48578553616,p6@LEMD1,93273,18725,,LEMD1,"LEM domain containing 1","gene with protein product"
138,T093192,t098681,974.0000,0.48554336989,p1@ACTRT2,140625,24026,"Q8TDY3,Q96LK1",ACTRT2,"actin related protein T2","gene with protein product"
139,T098681,t185890,973.0000,0.484803188839,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
140,T098681,t138261,971.0000,0.482604373757,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
141,T060019,t098681,967.0000,0.481333997013,p3@TTLL6,284076,26664,Q8N841,TTLL6,"tubulin tyrosine ligase like 6","gene with protein product"
142,T098681,t100766,964.0000,0.479840716775,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
143,T075765,t098681,962.0000,0.479322371699,p3@RSPH6A,81492,14241,,RSPH6A,"radial spoke head 6 homolog A","gene with protein product"
144,T097732,t098681,955.0000,0.475597609562,p9@SLC2A5,6518,11010,,SLC2A5,"solute carrier family 2 member 5","gene with protein product"
145,T094429,t098681,945.0000,0.470852017937,p1@SLFNL1,200172,26313,Q499Z3,SLFNL1,"schlafen like 1","gene with protein product"
146,T025667,t098681,940.0000,0.468360737419,p2@FAM186B,84070,25296,Q8IYM0,FAM186B,"family with sequence similarity 186 member B","gene with protein product"
147,T098681,t121607,935.0000,0.465405674465,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
148,T098681,t133686,932.0000,0.464606181456,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
149,T098681,t120829,930.0000,0.463147410359,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
150,T098681,t185143,930.0000,0.462686567164,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
151,T031476,t098681,918.0000,0.457399103139,p2@C13orf16,121793,20370,Q8N6K0,TEX29,"testis expressed 29","gene with protein product"
152,T098681,t139254,910.0000,0.452511188463,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
153,T098681,t165320,900.0000,0.448430493274,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
154,T098681,t099801,892.0000,0.445554445554,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
155,T071371,t098681,890.0000,0.443447932237,p4@REXO1,57455,24616,F5GXX0,REXO1,"RNA exonuclease 1 homolog","gene with protein product"
156,T098681,t195249,887.0000,0.442394014963,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
157,T038567,t098681,887.0000,0.441293532338,p6@GNG2,54331,4404,,GNG2,"G protein subunit gamma 2","gene with protein product"
158,T098681,t147729,885.0000,0.440737051793,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
159,T046804,t098681,878.0000,0.437905236908,p4@SH2D7,646892,34549,B8ZZB5,SH2D7,"SH2 domain containing 7","gene with protein product"
160,T098681,t118743,880.0000,0.436507936508,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
161,T055283,t098681,875.0000,0.435540069686,p6@USP7,7874,12630,F5H8E5,USP7,"ubiquitin specific peptidase 7","gene with protein product"
162,T098681,t173471,872.0000,0.434695912263,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
163,T098681,t174031,869.0000,0.431908548708,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
164,T098681,t150100,866.0000,0.43148978575,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
165,T098681,t126043,863.0000,0.430209371884,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
166,T098681,t116978,863.0000,0.430209371884,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
167,T098681,t131371,862.0000,0.429282868526,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
168,T016691,t098681,862.0000,0.428855721393,p8@CDCA5,113130,14626,,CDCA5,"cell division cycle associated 5","gene with protein product"
169,T016437,t098681,859.0000,0.427788844622,p1@C11orf20,25858,19231,Q9NTU4,TEX40,"testis expressed 40","gene with protein product"
170,T098681,t176103,857.0000,0.427218344965,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
171,T001926,t098681,851.0000,0.42317255097,p7@BTBD16,118663,26340,Q32M84,BTBD16,"BTB domain containing 16","gene with protein product"
172,T080603,t098681,849.0000,0.421968190855,p12@ADORA3,140,268,,ADORA3,"adenosine A3 receptor","gene with protein product"
173,T093447,t098681,847.0000,0.421602787456,p4@KPNA6,23633,6399,F5GYL8,KPNA6,"karyopherin subunit alpha 6","gene with protein product"
174,T062759,t098681,838.0000,0.41670810542,p3@YBX2,51087,17948,Q9Y2T7,YBX2,"Y-box binding protein 2","gene with protein product"
175,T037025,t098681,833.0000,0.41484063745,p3@HOMEZ,57594,20164,F8WCA3,HOMEZ,"homeobox and leucine zipper encoding","gene with protein product"
176,T033683,t098681,828.0000,0.412556053812,p7@TRIM13,10206,9976,,TRIM13,"tripartite motif containing 13","gene with protein product"
177,T098681,t128565,830.0000,0.411502231036,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
178,T095016,t098681,827.0000,0.41144278607,p1@ATPAF1-AS1,374973,29589,"C9W8M6,Q6PEX7",TEX38,"testis expressed 38","gene with protein product"
179,T098681,t122437,827.0000,0.411033797217,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
180,T098681,t110203,816.0000,0.406374501992,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
181,T098681,t165027,813.0000,0.405284147557,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
182,T098681,t112230,811.0000,0.403482587065,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
183,T098681,t147096,811.0000,0.403281949279,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
184,T024228,t098681,803.0000,0.399502487562,p25@RASSF8,11228,13232,"F5H343,F5H0S5",RASSF8,"Ras association domain family member 8","gene with protein product"
185,T098681,t110739,802.0000,0.397817460317,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
186,T080501,t098681,794.0000,0.395221503235,p3@TTLL10,254173,26693,Q6ZVT0,TTLL10,"tubulin tyrosine ligase like 10","gene with protein product"
187,T086377,t098681,792.0000,0.394029850746,p5@GLUL,2752,4341,P15104,GLUL,"glutamate-ammonia ligase","gene with protein product"
188,T082631,t098681,790.0000,0.393426294821,p1@SMCP,4184,6962,"P49901,Q5T7P5",SMCP,"sperm mitochondria associated cysteine rich protein","gene with protein product"
189,T098681,t151001,789.0000,0.392928286853,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
190,T098681,t164291,771.0000,0.384346959123,p3@BANF2,140836,16172,Q9H503,BANF2,"barrier to autointegration factor 2","gene with protein product"
191,T069785,t098681,770.0000,0.383657199801,p1@TSPAN16,26526,30725,Q9UKR8,TSPAN16,"tetraspanin 16","gene with protein product"
