"V1","V2"
"IFRD1","2.65212"
"GADD45B","2.65152"
"CLU","2.64653"
"NCS1","2.63874"
"MYEF2","2.62571"
"GSTZ1","2.61671"
"TNN","2.60767"
"LOC729652","2.57263"
"CENPN","2.57258"
"NPC2","2.56264"
"HOXA13","2.55974"
"TMEM168","2.55541"
"TTC28-AS1","2.55152"
"MNDA","2.53"
"PEX11B","2.52099"
"PIGM","2.50284"
"ASAP3","2.50266"
"CD24","2.50244"
"EDIL3","2.50018"
"INTS3","2.48828"
"LEMD2","2.47996"
"KLHL26","2.47666"
"GMEB2","2.44751"
"ATXN7L1","2.44262"
"MIS12","2.44159"
"CHRNA9","2.43936"
"HEXIM2","2.4263"
"RAB3B","2.40382"
"NT5DC1","2.39845"
"DNAJB5","2.39781"
"DPPA4","2.38228"
"NUDT13","2.37565"
"CRYBB2","2.35826"
"NKAPP1","2.35499"
"WDR19","2.35138"
"FUT10","2.3364"
"MYO5A","2.33534"
"GLYATL2","2.33212"
"ZNF788","2.3097"
"LOC100507217","2.30496"
"CES2","2.29893"
"PRKDC","2.28823"
"PDHA1","2.2841"
"FAM69C","2.27861"
"PTCHD1","2.27387"
"AGTPBP1","2.26389"
"C4ORF22","2.25797"
"LGALS16","2.25329"
"ACPP","2.24956"
"SULF1","2.24844"
"EFHC1","2.24824"
"TEKT2","2.24429"
"JPH2","2.24127"
"CCR8","2.23828"
"SPIN2B","2.23198"
"ZIK1","2.21874"
"SPAG9","2.21689"
"CCDC67","2.21548"
"LOR","2.20764"
"STRAP","2.19888"
"ZNF227","2.19797"
"RBP2","2.19585"
"GLRX5","2.19204"
"CLSTN2","2.19043"
"KLF7","2.18682"
"AGPAT3","2.18546"
"SUN5","2.17446"
"CASP2","2.17351"
"WDR49","2.17259"
"DOCK11","2.17091"
"ZFP64","2.17065"
"RASSF9","2.16845"
"TNC","2.1639"
"TMC5","2.16307"
"DMXL1","2.15619"
"TMTC2","2.14121"
"ZNF619","2.1354"
"VANGL1","2.13157"
"CCNDBP1","2.1288"
"MPP1","2.12428"
"SYTL5","2.11836"
"PRKCA","2.11116"
"CORO1C","2.11102"
"MFN2","2.10903"
"ECM2","2.10791"
"LOC389705","2.1076"
"CCDC78","2.10185"
"CCL25","2.08277"
"VWA8","2.08129"
"RGS14","2.0811"
"STAT5A","2.08088"
"CHTOP","2.06957"
"ARHGAP1","2.06808"
"ZCCHC24","2.0654"
"SPEG","2.05557"
"MGP","2.04807"
"FHDC1","2.0457"
"SLC46A3","2.04531"
"PCYOX1","2.04502"
"LOC100507639","2.04463"
"NCOR2","2.0402"
"EPHB3","2.03429"
"CALCRL","2.03267"
"EAF1","2.03166"
"IFT80","2.02666"
"CRYGB","2.02642"
"MSI2","2.02539"
"KCNA3","2.01864"
"ARHGEF10L","2.0186"
"PCNA","2.01782"
"QSER1","2.01523"
"PPARGC1A","2.01063"
"TRIM64","2.00832"
"TANC1","2.00773"
"RUNX3","2.0059"
"PIKFYVE","17.6506"
"TRPC5OS","14.2203"
"GTF2I","12.8699"
"KCNK10","12.6741"
"SERPINA10","11.6483"
"SNPH","11.53"
"RTN1","11.4729"
"TSC22D1","11.1125"
"IL10","1.99903"
"LYRM9","1.99812"
"THAP4","1.99652"
"DMRT3","1.98827"
"TBL1XR1","1.98568"
"PLEKHM1","1.98532"
"KCNC1","1.98526"
"GSTM2","1.98334"
"SH3RF3-AS1","1.98054"
"ZBTB12","1.97702"
"NME9","1.97474"
"KIAA0408","1.97219"
"ANKMY1","1.96604"
"ZNRF1","1.96521"
"COPG2","1.96273"
"GRIN2A","1.958"
"IL18RAP","1.95783"
"COPG1","1.94513"
"AUH","1.9435"
"DDX54","1.94025"
"ARL6IP5","1.94015"
"MAGEC2","1.94002"
"MST1P2","1.93861"
"TEX35","1.93847"
"CD164","1.93618"
"LIPC","1.93593"
"OSBPL8","1.92821"
"AMIGO1","1.92795"
"PDE4B","1.92368"
"SIGLECL1","1.91572"
"GALNT11","1.91045"
"LINGO2","1.90639"
"ITLN2","1.90538"
"JSRP1","1.90497"
"GAB1","1.90066"
"MXD4","1.89856"
"CD177","1.8947"
"KNDC1","1.89127"
"ING1","1.89126"
"LANCL3","1.89096"
"CALCOCO1","1.8895"
"INVS","1.8818"
"TTC39A","1.88121"
"CRIP3","1.88088"
"HAT1","1.88033"
"HMGA2","1.87808"
"CELSR2","1.87555"
"PRO2949","1.87536"
"PLEKHA1","1.87372"
"TMEM200A","1.87044"
"NLGN1","1.86778"
"SIRT3","1.86629"
"TOM1","1.85859"
"SNX33","1.85742"
"HIST1H2BN","1.85487"
"ATG4C","1.854"
"KCNE1","1.85212"
"C20ORF195","1.85161"
"KBTBD12","1.845"
"LTK","1.84443"
"ATP7A","1.83517"
"LGI2","1.82918"
"FCGR2A","1.82556"
"C2ORF76","1.82505"
"MAPKAPK5","1.82426"
"KCTD1","1.82349"
"DOCK4","1.8212"
"LARGE","1.81013"
"TEAD3","1.80758"
"SOS2","1.80723"
"PCM1","1.80285"
"SESN3","1.79975"
"LMCD1","1.79021"
"IMMT","1.78425"
"PYGL","1.77769"
"KCNJ16","1.77663"
"FLJ30679","1.7743"
"PLEKHS1","1.77101"
"FUT2","1.76821"
"PDE3B","1.76023"
"CAPN12","1.75992"
"WDR25","1.757"
"TXK","1.75641"
"ADI1","1.7488"
"SERPINA12","1.73851"
"CA4","1.73779"
"EIF2AK1","1.73778"
"APOBEC3C","1.73757"
"NOA1","1.73019"
"LOC100996579","1.72969"
"LCAT","1.72914"
"URM1","1.72837"
"ATF4","1.72802"
"ZMIZ1","1.72459"
"POGZ","1.72441"
"UBR4","1.72266"
"ANKRD13A","1.72055"
"TWIST1","1.71928"
"C18ORF8","1.71609"
"LOC646626","1.71327"
"LOC100499194","1.71316"
"METTL3","1.71065"
"ST6GAL2","1.70268"
"DNMT3L","1.70126"
"PHIP","1.69969"
"KHDRBS3","1.69807"
"AK5","1.69634"
"HOXB3","1.69631"
"ORAI3","1.69577"
"EPB41L4B","1.69121"
"PDK2","1.69016"
"ATIC","1.68935"
"SLC5A6","1.68608"
"ESRRB","1.68488"
"SH3PXD2A","1.67798"
"TUSC3","1.67706"
"UBE2J2","1.67614"
"INMT","1.67589"
"XKR5","1.6716"
"MYH1","1.67111"
"TEFM","1.67009"
"C10ORF90","1.66942"
"KY","1.66686"
"CYR61","1.66581"
"SORT1","1.66073"
"SLC16A2","1.65922"
"WBP1L","1.65877"
"STX11","1.65821"
"SHPRH","1.65556"
"LOC100506014","1.65321"
"CREB3L2","1.64835"
"DTWD2","1.6481"
"SGPP2","1.64754"
"DTX2","1.64674"
"KHK","1.64651"
"LIF","1.64112"
"ATG4A","1.63987"
"PBX1","1.63687"
"OXGR1","1.63478"
"ADAMTS1","1.63351"
"ABAT","1.63125"
"ZDHHC7","1.62953"
"TRIM9","1.62803"
"RPL10","1.62753"
"PTH1R","1.62685"
"SETD7","1.62678"
"RHOQ","1.62365"
"PP13","1.62217"
"GEMIN4","1.62098"
"TMEM101","1.61956"
"GNA14","1.61694"
"XKR6","1.61659"
"IGFBPL1","1.61161"
"FDX1","1.59956"
"LRRC2","1.59544"
"KATNAL2","1.59482"
"ATF3","1.59104"
"DCAF4","1.58963"
"ZEB2","1.58741"
"ENO1-AS1","1.58698"
"DOK6","1.58627"
"IGBP1","1.58526"
"UGT3A2","1.58482"
"FAM228A","1.57883"
"CNTNAP2","1.57853"
"KIAA0907","1.57802"
"NTNG1","1.57649"
"TMEM159","1.57306"
"MAMDC2","1.57149"
"RAB39A","1.57064"
"NFE2","1.569"
"MTMR14","1.56814"
"MTHFR","1.56705"
"PADI2","1.56679"
"LINC00649","1.56587"
"PNPO","1.56258"
"LOC100129033","1.55974"
"LOC349160","1.55902"
"KAAG1","1.55888"
"ECEL1P2","1.55866"
"JPH3","1.55761"
"KIAA0556","1.55367"
"ODF3L1","1.55259"
"RPL27A","1.55251"
"HYOU1","1.55239"
"TRPS1","1.55005"
"CNTN4","1.54844"
"BLZF1","1.54659"
"NR3C2","1.54592"
"PKP1","1.54406"
"HUWE1","1.54399"
"CTNNBIP1","1.5366"
"WHSC1","1.5326"
"ROBO1","1.53245"
"TIMM8A","1.53236"
"RPL10A","1.53106"
"TIMM23","1.52967"
"GLRA1","1.52761"
"RAI1","1.5276"
"NPDC1","1.52682"
"RREB1","1.52416"
"C17ORF51","1.52382"
"GIT1","1.51833"
"ARID5B","1.51764"
"GDF2","1.51708"
"ZNF347","1.5166"
"CACNG2","1.51611"
"SNAI2","1.51437"
"TMEM143","1.51261"
"TTC3","1.51258"
"SLC35A1","1.51006"
"GOSR2","1.50956"
"ELMOD2","1.50946"
"GAPDHS","1.50802"
"ATP2B4","1.50796"
"CYGB","1.50736"
"CFHR5","1.50182"
"MASTL","1.5015"
"MFF","1.50064"
"CSRNP3","1.49335"
"SLC41A2","1.49325"
"GPI","1.49057"
"SNRPD1","1.49017"
"BECN1","1.48871"
"RAD21","1.48515"
"S100A11","1.48459"
"RIMKLB","1.48003"
"DOC2A","1.47943"
"CA5BP1","1.47835"
"LOXL2","1.47788"
"RPE","1.47655"
"OLFML3","1.47298"
"PMEPA1","1.47176"
"NBN","1.4703"
"RESP18","1.46989"
"UBE2E3","1.4693"
"MID2","1.46746"
"RCAN2","1.46406"
"ACAD10","1.46195"
"SRCAP","1.45955"
"NCOA3","1.45954"
"PLIN5","1.45944"
"NOP14","1.45914"
"APOE","1.45511"
"ODF1","1.45434"
"EPN3","1.45336"
"CEP19","1.45331"
"ATG14","1.45277"
"GCC2","1.45102"
"HEPACAM","1.44895"
"ROPN1L-AS1","1.44845"
"FUK","1.44733"
"CSTA","1.44704"
"RALGAPA2","1.44614"
"TMEM248","1.44019"
"SOSTDC1","1.44012"
"HNRNPL","1.43681"
"B4GALT3","1.43321"
"URB1","1.43307"
"TP63","1.43262"
"GULP1","1.43238"
"FAM26D","1.43184"
"DUSP10","1.42876"
"ZNF138","1.42816"
"CLRN1","1.42756"
"STK16","1.42753"
"STX17","1.42606"
"MAPRE2","1.42452"
"KCNQ1","1.4231"
"CPXM1","1.42259"
"GIF","1.41962"
"WFS1","1.41891"
"TMX4","1.41751"
"UBL3","1.41585"
"SIRT4","1.41392"
"CDCA7","1.41188"
"FBXL18","1.41105"
"PCDHB10","1.41014"
"STAT3","1.40393"
"WDR86-AS1","1.40373"
"SMARCA2","1.40309"
"KRR1","1.4028"
"UBXN8","1.40249"
"C11ORF85","1.39958"
"CACNA2D3","1.39809"
"LRRK1","1.39122"
"SLC16A7","1.38661"
"ADCY7","1.38643"
"BRS3","1.37858"
"VASH2","1.37426"
"SLC44A5","1.37362"
"KIF12","1.37093"
"TTTY15","1.36951"
"NTN4","1.3694"
"RIBC1","1.36796"
"PTGES","1.36734"
"CYB5RL","1.36653"
"FAM27E3","1.36628"
"MAST3","1.36249"
"DUSP13","1.36126"
"DKFZP434L187","1.35937"
"BSN","1.35912"
"IGF2R","1.35879"
"CENPF","1.35832"
"FRMPD4","1.35753"
"ST7-AS1","1.35675"
"LINC00324","1.35649"
"BTBD9","1.35583"
"CD69","1.35172"
"VPS13B","1.35137"
"MLXIP","1.35105"
"APMAP","1.34909"
"WDR87","1.34844"
"MET","1.34741"
"DKFZP434C153","1.34541"
"LAYN","1.34393"
"SLC9B1","1.34341"
"NMNAT3","1.34166"
"ARHGAP32","1.34127"
"HAND2","1.3397"
"ST6GALNAC1","1.3386"
"PDLIM1","1.3377"
"KLK7","1.33482"
"ABCA1","1.33389"
"PCDHA5","1.33239"
"ENOX1","1.32718"
"ATG7","1.32637"
"TRIM58","1.32481"
"MYO15B","1.32468"
"HIST4H4","1.3231"
"MUL1","1.32275"
"SGSM3","1.31705"
"HPGD","1.31658"
"MCM10","1.31382"
"EPN1","1.31367"
"POGK","1.31299"
"KLHL6","1.31182"
"LINC00277","1.31108"
"CCPG1","1.30977"
"GUCY1A2","1.3066"
"MIR133A1","1.30543"
"DKK3","1.30473"
"CAMSAP3","1.30368"
"SERPIND1","1.30296"
"ELAVL4","1.29753"
"PTPRN","1.29371"
"SLC4A4","1.29152"
"NFXL1","1.28473"
"MIEN1","1.28423"
"MYO18A","1.28384"
"LOC100287221","1.28244"
"COL6A2","1.28071"
"RARS2","1.28007"
"MOCS2","1.27998"
"BEND5","1.27941"
"TBC1D1","1.27731"
"FBXO21","1.27698"
"GRM7","1.27588"
"TNFRSF1A","1.27498"
"SKINTL","1.27424"
"LEMD1","1.27341"
"GBP7","1.27294"
"CCDC117","1.26987"
"GRIK3","1.26865"
"UBE3D","1.26864"
"SLC44A3","1.26823"
"RNF130","1.26783"
"STK32B","1.26765"
"SASH1","1.2664"
"C9ORF85","1.26587"
"CUL5","1.26532"
"OVOL2","1.2647"
"CDH17","1.2638"
"PRSS33","1.26209"
"ZNF507","1.26177"
"IL1RAP","1.26121"
"CDC42EP3","1.25983"
"ZFY","1.25921"
"TOP1MT","1.25883"
"FAM63A","1.25114"
"DYRK3","1.24783"
"KCND2","1.24769"
"FAM195B","1.24766"
"LY6G5B","1.24724"
"SLC25A42","1.2471"
"FBXL16","1.24663"
"ZC4H2","1.24369"
"SCD5","1.24319"
"FBXL4","1.24004"
"PACS2","1.23959"
"ADAMTS3","1.23952"
"MCCC1","1.23817"
"ADRA1A","1.23634"
"SNAI1","1.23599"
"ZNF219","1.23518"
"PHLDB1","1.23508"
"UVSSA","1.23359"
"PSIP1","1.23295"
"CDKL5","1.23294"
"RAG1","1.23213"
"WDR54","1.22903"
"LANCL2","1.22779"
"EFHC2","1.22745"
"CYP4F3","1.22661"
"GLTPD2","1.22582"
"ATAD1","1.22558"
"SIGLEC11","1.22488"
"RAB36","1.22433"
"SPEM1","1.22377"
"KIAA1211L","1.2233"
"ROPN1","1.221"
"LRRC20","1.22092"
"ZNF143","1.22012"
"ERV3-2","1.21914"
"ZNF385B","1.21853"
"FANCI","1.21822"
"AKAP9","1.2177"
"NGEF","1.21736"
"BBIP1","1.21561"
"BMPER","1.21516"
"HTRA3","1.21373"
"LOC100506700","1.21239"
"HOXB1","1.21153"
"FAM13C","1.20911"
"FBXO2","1.20871"
"CRY2","1.20869"
"FOXM1","1.2077"
"IL18BP","1.20705"
"OR2C3","1.2067"
"TPRXL","1.20254"
"TPPP2","1.20174"
"MDGA1","1.20092"
"KIAA1211","1.19901"
"NMU","1.19895"
"SLC38A10","1.19879"
"CBX3P2","1.19848"
"AP3S2","1.19801"
"NKX6-1","1.19786"
"HRH4","1.19766"
"GBGT1","1.19693"
"ID1","1.19638"
"RABL6","1.19635"
"ASIC3","1.19617"
"MCF2L","1.19482"
"MBOAT1","1.19442"
"PFDN2","1.19288"
"SCRN1","1.1917"
"SPATA12","1.19135"
"TTLL5","1.19025"
"PPP1R9A","1.19"
"CTDSPL","1.18998"
"CHST15","1.18991"
"RGS2","1.18926"
"STXBP1","1.187"
"RCBTB2","1.18517"
"DTD2","1.18387"
"SNORA70","1.18385"
"KCNMB2","1.1814"
"GNG7","1.1797"
"PCYT1B","1.17905"
"FEM1C","1.17888"
"DDAH1","1.17649"
"GSTA1","1.17579"
"ZNF564","1.17533"
"PLEKHF2","1.17368"
"MCM9","1.17244"
"FMNL3","1.17077"
"CXORF58","1.16994"
"PPFIA2","1.16634"
"RNF150","1.16412"
"CBLN2","1.16389"
"PFN2","1.16286"
"SLC39A14","1.16285"
"MGC15885","1.16271"
"FAM86B3P","1.16111"
"LOC283278","1.16012"
"WDR13","1.15966"
"EIF4H","1.15922"
"SCNN1G","1.15829"
"PRLR","1.15778"
"HSF5","1.15646"
"PRKX","1.15606"
"RAB4A","1.15588"
"CH25H","1.15419"
"TMEM130","1.15399"
"OSTF1","1.15375"
"KCNK6","1.15254"
"CBLN1","1.15127"
"NR1D2","1.15085"
"NPM2","1.15037"
"CIB1","1.14921"
"MAGED4B","1.14902"
"ARHGAP5-AS1","1.14789"
"CES1","1.14765"
"SEC24C","1.14457"
"EVI5","1.14304"
"MED12L","1.14262"
"FAM135B","1.14046"
"NDUFS6","1.13965"
"KIF13B","1.13902"
"LOXHD1","1.13883"
"TLR8-AS1","1.13744"
"MPHOSPH6","1.13554"
"AKNAD1","1.13503"
"SOHLH1","1.13275"
"COQ10A","1.13205"
"RGAG4","1.1316"
"SON","1.13083"
"PNKD","1.12719"
"NANS","1.12693"
"MED29","1.12627"
"KAT2B","1.12618"
"PHF2","1.12451"
"SLC9A8","1.12208"
"MAP3K12","1.122"
"VGF","1.1213"
"MFAP3L","1.11913"
"SPON1","1.11896"
"ZKSCAN5","1.11856"
"NHLRC2","1.11762"
"NET1","1.11537"
"FAM214A","1.11516"
"LAPTM5","1.11458"
"REG4","1.11412"
"METTL2B","1.11396"
"ACVR2A","1.11264"
"C1ORF87","1.11194"
"FAM160B1","1.11014"
"FMO3","1.1093"
"NXN","1.10924"
"ATG4B","1.10868"
"TTTY2","1.10815"
"TF","1.10802"
"BMP3","1.10707"
"ATP6V1C1","1.10689"
"NPBWR2","1.10596"
"DSCAM","1.10547"
"LACC1","1.10477"
"KCTD13","1.10352"
"FRMPD2","1.10343"
"EIF4B","1.10285"
"EGF","1.10258"
"PRSS50","1.10104"
"TFDP2","1.1002"
"IGF1R","1.09885"
"GRIA3","1.09703"
"PLD1","1.09676"
"SSBP3","1.09529"
"LYPD4","1.0952"
"FLAD1","1.09476"
"TADA2B","1.09471"
"EBPL","1.09412"
"DYNC2H1","1.09058"
"PLEKHH2","1.08906"
"SIPA1L3","1.08755"
"MYPN","1.08583"
"TALDO1","1.0852"
"CREB3L4","1.0846"
"FKBPL","1.08448"
"MYO7B","1.08327"
"CAPN6","1.08273"
"BCKDHB","1.08245"
"CSRP1","1.08229"
"KLF15","1.08227"
"PLEKHF1","1.08144"
"BCCIP","1.08085"
"RPL32P3","1.0804"
"SORBS2","1.07905"
"THBS3","1.07883"
"PIK3CD","1.07858"
"LOC100506929","1.07857"
"TMEM41A","1.07612"
"TATDN1","1.07587"
"USP29","1.0741"
"VIPAS39","1.07395"
"CDHR3","1.07289"
"MS4A3","1.0728"
"GSK3B","1.07178"
"SPATA31E1","1.07175"
"FAM133A","1.07157"
"ZBTB4","1.06958"
"RIMBP2","1.06931"
"CHI3L1","1.06893"
"CPLX1","1.06875"
"BOLA1","1.0681"
"IQGAP2","1.06766"
"ODF2","1.06665"
"MACC1","1.06578"
"FKBP2","1.06488"
"RABAC1","1.06373"
"S100A3","1.06299"
"MAPRE1","1.06268"
"SIX5","1.06259"
"FAM198A","1.06052"
"MKRN3","1.05954"
"FXYD6","1.0591"
"C1ORF131","1.05886"
"TMEM139","1.05855"
"QARS","1.05805"
"ZBTB34","1.05698"
"ANGPTL5","1.05569"
"CCNO","1.05449"
"BLOC1S5","1.05435"
"LOC643406","1.05432"
"C11ORF88","1.0534"
"SMIM6","1.05235"
"ZHX3","1.05204"
"AJUBA","1.05179"
"APOH","1.0514"
"TPPP3","1.05005"
"GYG1","1.04991"
"SFRP2","1.04585"
"IGLV6-57","1.04562"
"CDC42BPA","1.04554"
"GNL1","1.04497"
"NF1","1.04459"
"KCND1","1.04438"
"TOLLIP","1.04323"
"ACP5","1.04274"
"ADAMTS5","1.04246"
"KIAA1644","1.04244"
"CLN8","1.04209"
"FAM24B","1.04193"
"LINC00221","1.0414"
"PRICKLE4","1.04123"
"AP5B1","1.04116"
"COL15A1","1.04"
"FLJ40453","1.03989"
"CD37","1.03971"
"GBP1","1.03936"
"WDR91","1.03903"
"SEC63","1.03844"
"DENND2C","1.03819"
"CTSC","1.03787"
"ARHGAP21","1.03574"
"TMEM132C","1.03529"
"CXXC4","1.03528"
"S100A4","1.03454"
"CTNNB1","1.03348"
"NUDCD2","1.03319"
"ATP6V0B","1.03313"
"DNAJC16","1.0322"
"CTTNBP2","1.03133"
"MRPS24","1.03128"
"FGFR1","1.03126"
"CANX","1.03103"
"WBP4","1.03074"
"CLASP2","1.03064"
"ACAP2","1.0303"
"ARHGEF12","1.02817"
"HS6ST1","1.02798"
"ADAT3","1.02797"
"TCEB3C","1.0277"
"CHIC2","1.02768"
"SPOCD1","1.02767"
"TSPAN7","1.02707"
"MED14","1.02694"
"CC2D1B","1.02574"
"KIRREL","1.02557"
"ARRDC5","1.02542"
"NDE1","1.02385"
"PSMD12","1.02337"
"GLI3","1.02312"
"MOV10L1","1.0228"
"APOL1","1.02221"
"REM1","1.01985"
"FAM168A","1.01911"
"TMC2","1.01754"
"KLHL21","1.01717"
"SEC14L5","1.01539"
"FGG","1.01436"
"NTF4","1.01406"
"FLJ37035","1.01395"
"PRR22","1.01358"
"GTF2IRD1","1.01211"
"SLC7A14","1.01103"
"DGAT2","1.0101"
"SYT8","1.00927"
"PDLIM5","1.00877"
"HHAT","1.00579"
"KCNH7","1.00544"
"MAGEC1","1.00486"
"CALHM2","1.00453"
"DDX28","1.0045"
"WNT5B","1.00369"
"PDILT","1.00369"
"TRAV12-2","1.00227"
"KCNJ11","1.0015"
"GGT3P","1.0013"
"BZW2","1.00124"
"ANKRD26","1.00039"
"C22ORF29","1.00037"
"CCDC25","1.0"
"CX3CR1","0.999634"
"DMD","0.9974"
"MEDAG","0.996743"
"HNRNPUL2","0.996743"
"PGP","0.9965"
"LOC100422737","0.995349"
"DDR1","0.995252"
"HFE","0.994817"
"P2RY8","0.994408"
"NAT9","0.994216"
"PRKY","0.993625"
"KIRREL3","0.992465"
"ZNF791","0.992095"
"EDARADD","0.99164"
"FLVCR2","0.99127"
"ZNF577","0.990219"
"POLH","0.989204"
"NPW","0.988991"
"TBC1D26","0.988197"
"PLEKHO1","0.98755"
"NPFFR2","0.986357"
"UBQLNL","0.986289"
"WWC2-AS2","0.985537"
"KALRN","0.985403"
"CHST11","0.985146"
"MEX3A","0.985048"
"BCAS2","0.984903"
"NBR2","0.982926"
"DIAPH3","0.982332"
"AKAP5","0.981152"
"TECTA","0.980841"
"DDI1","0.979286"
"HDGFRP3","0.979221"
"MGAT5B","0.979101"
"ATP8B3","0.978473"
"DACH1","0.978207"
"GUCY1B2","0.977587"
"TSSK4","0.977378"
"PCDHB6","0.977088"
"OR6A2","0.976992"
"STXBP6","0.976953"
"TBC1D2B","0.976305"
"RPSA","0.976128"
"RASGEF1A","0.97602"
"CHMP6","0.975827"
"GLIS3","0.975815"
"DOCK1","0.975156"
"CARD6","0.974897"
"CD70","0.974835"
"LOC100268168","0.97473"
"TRPM8","0.974702"
"NBEA","0.974474"
"PKP4","0.974173"
"PIP4K2B","0.973885"
"CD163L1","0.973606"
"ECHDC3","0.97332"
"MED15","0.972987"
"NKAIN4","0.97284"
"ZNF207","0.972368"
"SYTL2","0.971342"
"KLRK1","0.971165"
"TTC29","0.971155"
"TMEM202","0.970995"
"REXO1","0.970936"
"CDC5L","0.970746"
"PIWIL2","0.970083"
"EPB41L3","0.969621"
"CYLC1","0.96956"
"HIC1","0.969338"
"ESM1","0.96925"
"FAM107A","0.968988"
"ADH4","0.968445"
"HEATR5A","0.967699"
"KLHL1","0.966857"
"RPA1","0.965354"
"EFCAB6","0.964353"
"FAT1","0.963745"
"TMEM26","0.963654"
"MTX3","0.962796"
"HTR7P1","0.961986"
"WDR31","0.961306"
"FGF21","0.960653"
"SLC26A6","0.956402"
"SAPCD1","0.955956"
"MSR1","0.954821"
"TRAPPC1","0.954462"
"ZNF45","0.953787"
"LHX2","0.953557"
"GARNL3","0.953188"
"SYT11","0.952822"
"LINC00466","0.952134"
"EPHA7","0.951959"
"PEX13","0.951371"
"GOLGA2","0.951068"
"ZBTB1","0.950334"
"TMEM55B","0.950076"
"OLFML2A","0.949529"
"TEX36","0.949402"
"FAM198B","0.949135"
"GORASP1","0.948153"
"WSCD1","0.9478"
"ARSG","0.947211"
"PPFIBP2","0.946463"
"ATXN10","0.945796"
"SOX7","0.945476"
"ANAPC4","0.945089"
"FAM225A","0.943453"
"LOC100128176","0.942464"
"FAM208A","0.941468"
"TPTE2P2","0.94115"
"C21ORF54","0.940821"
"SELPLG","0.940703"
"TIRAP","0.940197"
"MYO16","0.939597"
"C19ORF57","0.939444"
"CSK","0.939315"
"PARM1","0.938202"
"TBC1D20","0.937231"
"MMP7","0.937157"
"SSX7","0.936852"
"LOC641746","0.936007"
"TUBB2A","0.935326"
"CEACAM5","0.934767"
"SEPT5","0.934755"
"RUNX2","0.934616"
"WSCD2","0.934466"
"RRM1","0.933852"
"GFRA1","0.933664"
